465,864014
456,859985
424,102997
394,673004
408,084991
399,100006
402,09201
435,751007
423,156006
411,428986
403,556
399,471008
376,928009
376,088013
387,427002
383,988007
375,181
359,891998
328,915985
320,389008
330,584015
336,115997
352,747986
364,687012
361,362
362,605988
377,92099
391,691986
400,954987
394,518005
382,756012
383,976013
391,253998
389,230988
382,42099
386,118011
382,962006
358,591003
358,610992
347,487
354,777008
353,214996
357,088989
335,709015
345,009003
338,649994
326,075012
325,569
327,161011
330,683014
339,458008
349,817993
342,153992
345,376007
362,265015
365,856995
367,984985
427,27301
418,416992
399,649994
374,730011
388,348999
387,785004
373,895996
380,307007
357,878998
351,604004
353,174988
366,947998
376,885986
376,019012
370,502014
369,373993
376,152008
375,51001
378,248993
379,25
381,721985
375,717987
369,441986
376,756989
374,835999
374,964996
361,894989
352,204987
344,339996
350,833008
352,381012
346,72699
351,360992
345,673004
326,855011
319,785004
311,178986
317,618988
329,542999
321,067993
332,016998
334,38501
322,286011
319,152008
327,583008
316,160004
317,700989
312,718994
310,914001
320,434998
314,07901
314,846008
281,145996
265,084015
274,610992
286,076996
294,13501
282,382996
287,303009
274,608002
266,145996
267,394012
223,893997
176,897003
209,070007
207,834
200,050003
211,470993
212,906998
211,378006
227,322006
233,516998
232,699997
247,352005
254,078995
273,166992
263,351013
233,348007
232,772003
226,440994
216,867004
226,490997
237,453995
227,511002
227,664993
216,923004
222,632996
227,692993
223,389008
220,281998
219,731995
219,207993
221,968994
235,528
257,506989
234,824997
233,421997
243,779999
236,410004
240,251007
243,751999
244,544006
235,994995
238,998001
238,889999
237,337006
236,436005
253,520004
254,283005
260,356995
275,04599
281,98999
272,739014
275,600006
272,294006
276,433014
274,812012
289,862
291,524994
296,127014
294,118011
284,441986
281,424988
285,684998
290,595001
285,066986
255,880005
260,955994
261,644012
259,916992
267,894989
266,576996
247,472
246,276001
248,565994
246,975006
252,740005
242,878998
247,453995
244,223007
247,089005
253,074005
254,291
253,761002
260,721008
255,274002
253,063995
244,751007
243,694
236,016006
236,535004
235,949997
224,759003
219,072998
223,917007
228,574997
222,852997
223,455994
222,612
224,619995
235,602005
234,052994
235,970001
231,235001
226,410004
219,429001
228,968994
225,591003
225,692993
235,938995
232,341003
234,880005
240,356003
238,852005
236,248993
229,662003
237,203995
243,768997
241,729004
240,298996
242,145004
241,397995
236,214005
236,955002
237,643997
236,009995
236,886993
233,037003
231,889999
234,016006
235,320999
240,285995
238,975998
240,927002
237,104004
237,065002
237,257004
237,376999
237,091995
233,134995
230,233002
222,893997
225,735992
225,772003
224,154007
225,005005
225,595993
222,878998
228,537994
228,994995
228,854996
229,705002
229,919998
232,442001
233,421997
236,764999
250,822998
249,427994
249,042999
244,529999
245,100006
243,968994
246,927002
244,281998
240,365005
242,604004
243,548996
250,955002
248,720993
257,036011
263,345001
258,552002
255,459
256,490997
260,804993
271,108002
269,963013
265,981995
270,826996
269,156006
284,880005
293,140015
310,826996
292,033997
288,045013
286,041992
278,091003
279,330994
274,766998
273,498993
278,881989
275,657013
277,341003
276,005005
288,164001
288,640015
292,639008
293,632996
294,484009
289,102997
287,696014
284,686005
280,449005
282,806
281,225006
284,846985
281,906006
278,740997
279,742004
261,115997
265,477997
264,34201
270,597992
266,183014
264,131989
265,528992
261,865997
258,48999
257,925995
225,671005
226,899002
235,354996
232,662003
230,376007
228,112
210,067993
222,076004
226,050003
224,701004
231,548996
229,895004
229,113998
230,255997
228,026993
229,324005
227,214996
230,199005
234,869995
239,934006
239,845993
243,414993
238,335999
238,328995
239,854996
235,242004
230,608994
230,492004
230,25
229,076004
233,520996
232,858002
231,399002
231,216995
226,968994
230,936005
230,358002
234,362
235,076004
234,139008
232,835999
239,016006
236,639999
236,003998
237,264008
237,201996
238,531006
238,147003
240,363998
246,169998
243,074997
242,498001
243,740005
244,742004
246,875
245,199997
249,492996
252,106995
254,296005
262,747009
270,907013
261,860992
263,571991
269,306
266,496002
273,648987
276,503998
281,445007
283,627991
285,181
293,703003
304,324005
313,942993
328,511993
315,005005
325,941986
361,872986
403,664001
408,076996
388,046997
374,269012
384,278015
374,324005
379,984009
339,820007
314,07901
338,497986
336,623993
333,050995
319,734985
330,362
334,592987
334,678986
326,411011
322,09201
326,975006
324,350006
323,014008
320,045013
328,303009
351,860992
357,140991
357,471985
371,437012
377,414001
361,845001
359,330994
361,261993
363,721008
389,554993
389,977997
395,753998
414,44101
417,988007
415,281006
452,334991
431,660004
433,272003
443,877991
465,208008
454,777008
455,846985
463,552002
462,234009
442,838013
437,436005
436,720001
443,091003
454,855011
455,756012
416,514008
423,342987
422,097992
433,299988
425,875
430,721008
434,622009
433,578003
430,061005
433,069
431,855988
430,010986
457,537994
453,382996
448,238007
448,697998
448,182007
434,665009
432,287994
430,255005
365,072998
387,152008
381,733002
387,026001
379,73999
419,631989
409,751007
382,43399
388,10199
402,316986
392,002014
392,444
395,145996
380,108002
378,86499
378,292999
369,350006
372,920013
374,645996
370,174011
388,89801
386,588989
376,514008
376,756989
373,423004
376,145996
382,114014
379,686005
384,640991
392,932007
407,567993
401,432007
407,656006
416,571991
422,730011
421,601013
437,77301
438,989014
438,255005
420,955994
425,036987
424,628998
432,838989
432,571014
433,437988
437,916992
435,131012
423,911987
421,835999
410,781006
400,524994
407,756989
414,464996
413,894012
414,743988
417,238007
421,605011
411,64801
414,200989
416,388
416,888
417,889008
420,546997
409,265015
410,401001
413,417999
413,131989
418,161011
418,424011
416,507996
417,36499
418,140015
426,548004
424,303986
416,834015
415,256989
416,76001
418,421997
421,173004
421,299011
421,016998
424,283997
423,619995
422,907013
420,811005
419,59201
421,872009
422,842987
425,631989
423,934998
424,427002
429,575012
430,635986
427,610992
428,703003
435,324005
441,415985
449,687988
445,860992
450,559998
459,121002
461,64801
466,261993
445,037994
449,40799
455,178009
448,484009
451,933014
444,72699
450,183014
446,710999
447,941986
459,639008
458,428986
458,205994
460,518005
450,864014
452,446991
454,850006
455,822998
455,759003
457,585999
454,009003
453,69101
454,523987
437,792999
442,966003
443,217987
439,347992
444,290985
446,062012
449,671997
453,520996
473,028992
527,47699
528,471008
534,190979
531,106995
536,515015
537,682007
569,705017
573,307983
574,60199
585,445007
577,166992
582,203003
575,836975
578,674011
609,684021
671,653992
704,504028
685,684998
696,52301
768,487
748,755981
756,687988
763,927002
735,882996
665,914978
597,442993
625,575012
665,281006
665,93103
629,348999
658,10199
644,122009
640,591003
672,515015
676,734009
704,968018
658,804016
683,208984
670,41803
678,090027
640,687988
666,383972
650,598999
648,484009
648,28302
664,796997
652,922974
659,171021
663,781006
661,992981
679,809021
672,737976
672,80603
665,228027
664,921997
650,726013
655,409973
661,263
654,226013
651,627014
654,492004
655,111023
657,012024
655,099976
624,60199
606,396973
548,656006
566,328979
578,281006
575,030029
587,770996
592,736023
591,038025
587,64801
592,124023
588,797974
587,356995
585,588989
570,494019
567,242981
577,760986
573,70697
574,338989
576,083984
581,939026
581,310974
586,770996
583,411987
580,179993
577,752991
579,452026
569,830017
574,070984
574,114014
577,591003
575,546021
572,409973
575,554993
598,590027
608,98999
606,505981
610,572998
614,63501
626,35199
622,927002
623,424011
607,005005
608,025024
608,841003
610,588013
607,245972
607,218018
606,28302
609,870972
609,254028
603,588013
597,278992
596,198975
602,960999
602,749023
600,807007
608,021973
606,242981
605,018982
605,715027
609,929016
613,947998
610,968018
612,052002
610,218018
612,469971
612,607971
617,341003
619,171997
616,822021
619,237976
640,870972
636,030029
637,007996
640,310974
639,083008
641,817993
639,411011
638,133972
630,663025
630,825012
633,135986
657,620972
657,161011
654,002014
657,677979
678,213989
688
690,289001
714,117981
702,640015
701,336975
730,065979
742,346008
689,124023
703,525024
703,812012
710,736023
703,088989
709,825012
722,843994
715,554993
716,752014
705,195984
701,997009
705,794006
711,166992
744,875977
740,705017
751,833008
751,879028
731,265015
739,643005
751,741028
744,619995
740,442017
741,510986
735,437012
732,484009
736,328979
736,283997
746,046021
757,544983
778,247986
771,638
773,393982
758,719971
764,210999
768,075989
769,94397
773,02301
774,752014
770,039978
780,646973
780,005005
780,070007
778,963013
785,166016
791,007996
790,692017
792,247009
800,643982
834,179993
864,888
922,179993
899,651978
896,905029
908,354004
934,830994
975,125
972,534973
960,627014
963,65802
998,617004
1021,599976
1044,400024
1156,72998
1014,23999
903,487
908,174988
913,244019
902,440002
908,11499
775,177979
803,737
825,142029
818,142029
821,78302
830,945984
909,372986
888,335022
898,171997
895,549011
922,205017
925,499023
910,677002
891,924011
902,39502
918,359009
919,810974
922,067017
920,151001
920,958984
970,940979
990,000977
1011,460022
1031,329956
1043,52002
1028,400024
1040,140015
1062,319946
1064,699951
995,632019
988,89801
1003,52002
998,88501
991,734985
1006,210022
1007,650024
1026,119995
1049,209961
1054,76001
1048,689941
1079,280029
1114,800049
1117,27002
1172,709961
1170,410034
1144,27002
1163,780029
1180,719971
1180,040039
1224,680054
1250,709961
1277,430054
1254,290039
1267,469971
1273,209961
1223,22998
1150,349976
1189,359985
1116,319946
1176,619995
1221,780029
1232,160034
1240,160034
1251,329956
1180,160034
1099,689941
976,72998
1037,23999
1055,359985
1120,650024
1050,050049
1038,449951
936,539978
974,015015
972,054993
1044,579956
1046,079956
1042,209961
1026,640015
1071,709961
1080,609985
1102,949951
1145,52002
1134,140015
1125,810059
1178,939941
1172,650024
1176,569946
1187,300049
1187,459961
1204,810059
1201,02002
1170,329956
1167,300049
1172,609985
1183,25
1193,77002
1212,130005
1211,079956
1229,420044
1222,709961
1231,920044
1209,630005
1250,449951
1265,98999
1281,880005
1317,73999
1317,839966
1321,869995
1348,300049
1421,030029
1453,780029
1490,719971
1540,869995
1556,810059
1579,469971
1596,920044
1723,890015
1756,52002
1780,369995
1845,76001
1723,119995
1800,859985
1808,439941
1741,699951
1726,72998
1818,699951
1897,369995
1984,23999
2067,030029
2043,189941
2191,560059
2321,370117
2446,23999
2320,889893
2196,27002
2054,080078
2159,429932
2255,360107
2187,189941
2288,330078
2404,030029
2493,719971
2547,790039
2512,399902
2690,840088
2869,379883
2720,48999
2807,439941
2828,139893
2942,409912
2953,219971
2680,909912
2716,879883
2499,580078
2469,570068
2514,01001
2655,350098
2549,030029
2591,26001
2709,429932
2691,030029
2707,340088
2738,52002
2607,25
2590,570068
2478,449951
2553,030029
2567,560059
2539,23999
2492,600098
2436,399902
2498,560059
2561
2602,870117
2608,100098
2608,590088
2520,27002
2572,610107
2525,25
2385,889893
2332,77002
2402,699951
2360,590088
2230,120117
1991,97998
1932,619995
2233,52002
2323,080078
2269,889893
2838,409912
2668,629883
2808,100098
2732,699951
2757,5
2577,77002
2538,709961
2679,72998
2807,02002
2724,389893
2763,23999
2871,300049
2727,129883
2709,560059
2806,929932
2897,629883
3257,610107
3212,780029
3370,219971
3420,399902
3341,840088
3373,820068
3650,629883
3880,040039
4066,100098
4326,990234
4200,339844
4384,439941
4324,339844
4137,75
4189,310059
4090,47998
3998,350098
4089,01001
4137,600098
4332,819824
4372,060059
4345,100098
4384,450195
4389,209961
4570,359863
4555,589844
4701,759766
4901,419922
4585,27002
4591,629883
4228,290039
4376,589844
4589,140137
4605,160156
4229,810059
4229,339844
4122,470215
4168,879883
4131,97998
3875,370117
3166,300049
3637,75
3606,280029
3591,090088
4073,790039
3916,360107
3901,469971
3628,02002
3629,919922
3796,149902
3681,580078
3928,409912
3892,939941
4197,129883
4171,620117
4166,109863
4341,049805
4395,810059
4408,459961
4319,370117
4229,879883
4324,459961
4369,350098
4429,669922
4614,52002
4776,209961
4789,25
4829,580078
5464,160156
5643,529785
5835,959961
5687,569824
5741,580078
5603,819824
5583,740234
5708,109863
5996,790039
6036,660156
6006
5935,52002
5524,600098
5747,950195
5899,740234
5787,819824
5754,439941
6114,850098
6132,02002
6440,970215
6777,77002
7087,529785
7164,47998
7404,52002
7403,220215
7023,100098
7141,379883
7446,830078
7173,72998
6618,609863
6295,450195
5938,25
6561,47998
6634,759766
7323,240234
7853,569824
7697,209961
7766,029785
8039,069824
8205,740234
8077,950195
8232,379883
8074,02002
8241,709961
8789,040039
9352,719727
9823,429688
10077,40039
9906,790039
10198,59961
10978,29981
11082,7002
11315,40039
11685,7002
11923,40039
14266,09961
17802,90039
16523,30078
15168,40039
15427,40039
16919,80078
17500
16384,59961
16601,30078
17760,30078
19475,80078
19106,40039
19118,30078
17760,30078
16642,40039
15898
13948,7002
14608,2002
13995,90039
14036,59961
16163,5
15864,09961
14695,79981
14681,90039
12897,7002
14112,2002
